P (MPa)	T (°C)	V (m3/kg)	U (kJ/kg)	H (kJ/kg)	S [kJ/(kg K)]	Phase	Rho (kg/m^3)
0.03	75	5.322	2477	2636	7.801	vapor	0.187899286
0.06	420	5.328	3001	3321	8.842	vapor	0.187687688
0.04	190	5.332	2645	2859	8.221	vapor	0.187546887
0.11	1000	5.341	4055	4643	9.936	vapor	0.187230856
0.07	540	5.359	3200	3575	9.109	vapor	0.186601978
0.05	310	5.377	2827	3096	8.573	vapor	0.185977311
0.08	660	5.382	3409	3839	9.351	vapor	0.185804534
0.04	195	5.39	2653	2869	8.242	vapor	0.185528757
0.09	780	5.4	3628	4114	9.573	vapor	0.185185185
0.03	80	5.401	2484	2646	7.829	vapor	0.185150898
0.16	1600	5.403	5366	6231	10.78	vapor	0.185082362
0.06	430	5.405	3017	3342	8.872	vapor	0.185013876
0.1	900	5.414	3857	4398	9.78	vapor	0.184706317
0.04	200	5.448	2660	2878	8.263	vapor	0.183553598
0.15	1500	5.456	5135	5954	10.66	vapor	0.183284457
0.05	320	5.469	2843	3116	8.608	vapor	0.182848784
0.03	85	5.48	2491	2656	7.857	vapor	0.182481752
0.06	440	5.482	3033	3362	8.902	vapor	0.182415177
0.07	560	5.491	3234	3618	9.162	vapor	0.18211619
0.08	680	5.497	3444	3884	9.398	vapor	0.181917409
0.09	800	5.502	3665	4160	9.617	vapor	0.18175209
0.1	920	5.506	3896	4446	9.821	vapor	0.181620051
0.14	1400	5.516	4909	5681	10.53	vapor	0.18129079
0.03	90	5.558	2499	2666	7.884	vapor	0.179920835
0.06	450	5.559	3050	3383	8.931	vapor	0.179888469
0.05	330	5.562	2858	3136	8.641	vapor	0.179791442
0.04	210	5.564	2675	2898	8.304	vapor	0.179726815
0.13	1300	5.585	4687	5413	10.4	vapor	0.17905103
0.1	940	5.598	3935	4495	9.861	vapor	0.178635227
0.09	820	5.605	3703	4207	9.66	vapor	0.178412132
0.08	700	5.613	3480	3930	9.446	vapor	0.178157848
0.07	580	5.623	3268	3662	9.214	vapor	0.17784101
0.06	460	5.636	3066	3404	8.96	vapor	0.177430802
0.03	95	5.637	2506	2675	7.91	vapor	0.177399326
0.05	340	5.654	2874	3157	8.675	vapor	0.176865936
0.12	1200	5.666	4471	5151	10.27	vapor	0.176491352
0.04	220	5.68	2690	2917	8.344	vapor	0.176056338
0.1	960	5.691	3975	4544	9.901	vapor	0.175716043
0.09	840	5.707	3741	4255	9.703	vapor	0.17522341
0.06	470	5.713	3083	3426	8.988	vapor	0.175039384
0.03	100	5.715	2514	2685	7.937	vapor	0.174978128
0.08	720	5.728	3517	3975	9.492	vapor	0.174581006
0.05	350	5.747	2889	3177	8.708	vapor	0.174003828
0.07	600	5.755	3303	3706	9.265	vapor	0.173761946
0.11	1100	5.761	4260	4894	10.13	vapor	0.173580976
0.15	1600	5.764	5366	6231	10.81	vapor	0.173490632
0.1	980	5.783	4015	4593	9.941	vapor	0.172920629
0.06	480	5.79	3099	3447	9.017	vapor	0.172711572
0.03	105	5.793	2521	2695	7.962	vapor	0.17262213
0.04	230	5.796	2705	2937	8.383	vapor	0.172532781
0.09	860	5.81	3779	4302	9.745	vapor	0.17211704
0.18	2000	5.829	6328	7377	11.28	vapor	0.171556013
0.05	360	5.839	2905	3197	8.74	vapor	0.171262202
0.08	740	5.844	3554	4021	9.538	vapor	0.171115674
0.14	1500	5.846	5135	5954	10.69	vapor	0.171057133
0.06	490	5.867	3116	3468	9.045	vapor	0.170444861
0.03	110	5.871	2528	2704	7.988	vapor	0.170328734
0.1	1000	5.875	4055	4643	9.98	vapor	0.170212766
0.07	620	5.887	3338	3750	9.315	vapor	0.169865806
0.04	240	5.912	2720	2957	8.422	vapor	0.169147497
0.09	880	5.913	3818	4350	9.787	vapor	0.169118891
0.05	370	5.932	2921	3218	8.772	vapor	0.168577208
0.13	1400	5.94	4909	5681	10.57	vapor	0.168350168
0.06	500	5.944	3133	3489	9.072	vapor	0.168236878
0.03	115	5.95	2536	2714	8.013	vapor	0.168067227
0.08	760	5.959	3590	4067	9.583	vapor	0.167813392
0.16	1800	5.98	5840	6797	11.07	vapor	0.16722408
0.09	900	6.015	3857	4398	9.829	vapor	0.166251039
0.07	640	6.019	3373	3795	9.364	vapor	0.166140555
0.05	380	6.024	2937	3238	8.804	vapor	0.166002656
0.03	120	6.027	2543	2724	8.038	vapor	0.165920027
0.04	250	6.028	2735	2977	8.46	vapor	0.165892502
0.12	1300	6.05	4687	5413	10.44	vapor	0.165289256
0.08	780	6.075	3628	4114	9.627	vapor	0.164609053
0.06	520	6.098	3166	3532	9.127	vapor	0.163988193
0.03	125	6.105	2550	2733	8.062	vapor	0.163800164
0.05	390	6.117	2953	3259	8.835	vapor	0.163478829
0.09	920	6.118	3896	4446	9.87	vapor	0.163452109
0.04	260	6.144	2751	2996	8.498	vapor	0.162760417
0.07	660	6.151	3409	3839	9.412	vapor	0.162575191
0.14	1600	6.175	5366	6231	10.84	vapor	0.16194332
0.11	1200	6.181	4471	5151	10.31	vapor	0.161786119
0.03	130	6.183	2558	2743	8.086	vapor	0.161733786
0.08	800	6.19	3665	4160	9.671	vapor	0.161550889
0.05	400	6.209	2969	3279	8.866	vapor	0.161056531
0.09	940	6.221	3935	4495	9.91	vapor	0.160745861
0.06	540	6.252	3200	3575	9.181	vapor	0.159948816
0.04	270	6.259	2766	3016	8.535	vapor	0.159769931
0.03	135	6.261	2565	2753	8.11	vapor	0.159718895
0.07	680	6.283	3444	3884	9.46	vapor	0.159159637
0.13	1500	6.295	5135	5954	10.73	vapor	0.158856235
0.05	410	6.302	2985	3300	8.896	vapor	0.158679784
0.08	820	6.306	3703	4207	9.715	vapor	0.158579131
0.09	960	6.323	3975	4544	9.95	vapor	0.158152776
0.1	1100	6.337	4260	4894	10.17	vapor	0.157803377
0.03	140	6.339	2572	2762	8.133	vapor	0.157753589
0.04	280	6.375	2781	3036	8.571	vapor	0.156862745
0.15	1800	6.379	5840	6797	11.1	vapor	0.156764383
0.05	420	6.394	3001	3321	8.927	vapor	0.156396622
0.06	560	6.406	3234	3618	9.233	vapor	0.156103653
0.07	700	6.415	3480	3930	9.507	vapor	0.155884645
0.03	145	6.416	2580	2772	8.157	vapor	0.155860349
0.08	840	6.421	3741	4255	9.758	vapor	0.155738981
0.09	980	6.426	4015	4593	9.99	vapor	0.155617803
0.12	1400	6.435	4909	5681	10.6	vapor	0.155400155
0.05	430	6.487	3017	3342	8.956	vapor	0.154154463
0.04	290	6.491	2796	3056	8.607	vapor	0.154059467
0.03	150	6.494	2587	2782	8.18	vapor	0.153988297
0.09	1000	6.528	4055	4643	10.03	vapor	0.153186275
0.08	860	6.536	3779	4302	9.8	vapor	0.152998776
0.07	720	6.547	3517	3975	9.554	vapor	0.152741714
0.16	2000	6.557	6328	7377	11.34	vapor	0.152508769
0.06	580	6.56	3268	3662	9.285	vapor	0.152439024
0.03	155	6.571	2594	2791	8.202	vapor	0.152183838
0.05	440	6.579	3034	3363	8.986	vapor	0.151998784
0.11	1300	6.6	4687	5413	10.48	vapor	0.151515152
0.04	300	6.607	2812	3076	8.642	vapor	0.151354624
0.03	160	6.649	2602	2801	8.225	vapor	0.150398556
0.13	1600	6.65	5366	6231	10.88	vapor	0.15037594
0.08	880	6.652	3818	4350	9.842	vapor	0.150330728
0.05	450	6.672	3050	3384	9.015	vapor	0.149880096
0.07	740	6.679	3553	4021	9.599	vapor	0.149723012
0.06	600	6.714	3303	3706	9.336	vapor	0.148942508
0.04	310	6.722	2827	3096	8.677	vapor	0.148765248
0.03	165	6.726	2609	2811	8.247	vapor	0.148676777
0.05	460	6.764	3066	3405	9.044	vapor	0.147841514
0.08	900	6.767	3857	4398	9.883	vapor	0.147775972
0.1	1200	6.799	4471	5151	10.35	vapor	0.147080453
0.03	170	6.804	2616	2820	8.269	vapor	0.146972369
0.07	760	6.811	3590	4067	9.644	vapor	0.146821318
0.12	1500	6.82	5136	5954	10.76	vapor	0.146627566
0.14	1800	6.835	5840	6797	11.13	vapor	0.146305779
0.04	320	6.838	2843	3116	8.711	vapor	0.146241591
0.05	470	6.857	3083	3426	9.073	vapor	0.145836372
0.06	620	6.868	3338	3750	9.386	vapor	0.145602796
0.03	175	6.881	2624	2830	8.291	vapor	0.145327714
0.08	920	6.883	3896	4447	9.924	vapor	0.145285486
0.07	780	6.943	3628	4114	9.689	vapor	0.144029958
0.05	480	6.949	3099	3447	9.101	vapor	0.143905598
0.04	330	6.954	2858	3136	8.745	vapor	0.143802128
0.03	180	6.958	2631	2840	8.312	vapor	0.14371946
0.15	2000	6.995	6328	7377	11.37	vapor	0.142959257
0.08	940	6.998	3935	4495	9.964	vapor	0.142897971
0.11	1400	7.02	4909	5681	10.64	vapor	0.142450142
0.06	640	7.022	3373	3795	9.435	vapor	0.14240957
0.03	185	7.036	2638	2850	8.334	vapor	0.142126208
0.05	490	7.041	3116	3468	9.129	vapor	0.14202528
0.09	1100	7.041	4260	4894	10.22	vapor	0.14202528
0.04	340	7.069	2874	3157	8.778	vapor	0.141462725
0.07	800	7.075	3665	4160	9.733	vapor	0.141342756
0.03	190	7.113	2646	2859	8.355	vapor	0.140587656
0.08	960	7.114	3975	4544	10	vapor	0.140567894
0.05	500	7.134	3133	3489	9.157	vapor	0.140173816
0.06	660	7.176	3409	3839	9.484	vapor	0.1393534
0.04	350	7.185	2890	3177	8.811	vapor	0.139178845
0.03	195	7.191	2653	2869	8.376	vapor	0.139062717
0.12	1600	7.204	5366	6231	10.91	vapor	0.138811771
0.07	820	7.206	3703	4207	9.776	vapor	0.138773245
0.08	980	7.229	4015	4593	10.04	vapor	0.138331719
0.1	1300	7.26	4687	5413	10.52	vapor	0.137741047
0.03	200	7.268	2661	2879	8.396	vapor	0.137589433
0.04	360	7.301	2905	3197	8.843	vapor	0.136967539
0.05	520	7.319	3166	3532	9.211	vapor	0.136630687
0.06	680	7.33	3444	3884	9.531	vapor	0.136425648
0.07	840	7.338	3741	4255	9.819	vapor	0.136276915
0.08	1000	7.344	4055	4643	10.08	vapor	0.136165577
0.13	1800	7.36	5840	6797	11.16	vapor	0.135869565
0.04	370	7.416	2921	3218	8.875	vapor	0.134843581
0.03	210	7.422	2676	2898	8.437	vapor	0.134734573
0.11	1500	7.44	5136	5954	10.8	vapor	0.134408602
0.07	860	7.47	3779	4302	9.862	vapor	0.133868809
0.06	700	7.484	3481	3930	9.578	vapor	0.133618386
0.14	2000	7.494	6328	7377	11.4	vapor	0.133440085
0.05	540	7.503	3200	3575	9.265	vapor	0.133280021
0.04	380	7.532	2937	3238	8.907	vapor	0.132766861
0.09	1200	7.554	4471	5151	10.4	vapor	0.132380196
0.03	220	7.577	2690	2918	8.477	vapor	0.131978356
0.07	880	7.602	3818	4350	9.903	vapor	0.13154433
0.06	720	7.638	3517	3975	9.625	vapor	0.130924326
0.04	390	7.647	2953	3259	8.938	vapor	0.130770237
0.02	60.06	7.648	2456	2609	7.907	saturated vapor	0.130753138
0.05	560	7.688	3234	3619	9.318	vapor	0.130072841
0.1	1400	7.722	4909	5681	10.69	vapor	0.12950013
0.03	230	7.731	2705	2937	8.517	vapor	0.129349373
0.07	900	7.734	3857	4398	9.945	vapor	0.129299198
0.04	400	7.763	2969	3280	8.969	vapor	0.128816179
0.02	65	7.765	2463	2619	7.936	vapor	0.128783001
0.06	740	7.792	3554	4021	9.671	vapor	0.128336756
0.11	1600	7.859	5366	6231	10.95	vapor	0.127242652
0.07	920	7.866	3896	4447	9.986	vapor	0.127129418
0.05	580	7.873	3268	3662	9.369	vapor	0.127016385
0.04	410	7.878	2985	3300	9	vapor	0.126935771
0.02	70	7.883	2471	2628	7.965	vapor	0.126855258
0.03	240	7.886	2721	2957	8.555	vapor	0.126807
0.08	1100	7.922	4260	4894	10.27	vapor	0.12623075
0.06	760	7.946	3590	4067	9.716	vapor	0.125849484
0.12	1800	7.974	5840	6797	11.2	vapor	0.125407575
0.04	420	7.994	3001	3321	9.03	vapor	0.12509382
0.07	940	7.998	3935	4495	10.03	vapor	0.125031258
0.02	75	8	2478	2638	7.993	vapor	0.125
0.03	250	8.04	2736	2977	8.594	vapor	0.124378109
0.05	600	8.058	3303	3706	9.42	vapor	0.124100273
0.09	1300	8.067	4687	5413	10.57	vapor	0.12396182
0.13	2000	8.071	6328	7377	11.43	vapor	0.123900384
0.06	780	8.1	3628	4114	9.76	vapor	0.12345679
0.04	430	8.109	3017	3342	9.06	vapor	0.123319768
0.02	80	8.118	2485	2648	8.02	vapor	0.12318305
0.07	960	8.13	3975	4544	10.07	vapor	0.12300123
0.1	1500	8.184	5136	5954	10.85	vapor	0.122189638
0.03	260	8.194	2751	2997	8.631	vapor	0.122040517
0.04	440	8.225	3034	3363	9.089	vapor	0.121580547
0.02	85	8.235	2493	2657	8.047	vapor	0.121432908
0.05	620	8.242	3338	3750	9.47	vapor	0.121329774
0.06	800	8.254	3665	4160	9.804	vapor	0.12115338
0.07	980	8.262	4015	4593	10.11	vapor	0.121036069
0.04	450	8.34	3050	3384	9.118	vapor	0.119904077
0.03	270	8.348	2766	3016	8.668	vapor	0.119789171
0.02	90	8.352	2500	2667	8.074	vapor	0.119731801
0.07	1000	8.394	4055	4643	10.15	vapor	0.119132714
0.06	820	8.408	3703	4207	9.847	vapor	0.118934348
0.05	640	8.427	3373	3795	9.519	vapor	0.118666192
0.04	460	8.456	3066	3405	9.147	vapor	0.118259224
0.02	95	8.469	2507	2677	8.1	vapor	0.118077695
0.08	1200	8.499	4471	5151	10.45	vapor	0.117660901
0.03	280	8.503	2781	3036	8.704	vapor	0.117605551
0.06	840	8.562	3741	4255	9.89	vapor	0.116795141
0.04	470	8.571	3083	3426	9.176	vapor	0.1166725
0.09	1400	8.58	4909	5681	10.74	vapor	0.116550117
0.02	100	8.586	2514	2686	8.126	vapor	0.11646867
0.05	660	8.612	3409	3839	9.568	vapor	0.116117046
0.1	1600	8.645	5366	6231	11	vapor	0.1156738
0.03	290	8.657	2796	3056	8.74	vapor	0.115513457
0.04	480	8.687	3099	3447	9.204	vapor	0.115114539
0.11	1800	8.699	5840	6797	11.24	vapor	0.114955742
0.02	105	8.702	2522	2696	8.152	vapor	0.114916111
0.06	860	8.715	3779	4302	9.933	vapor	0.114744693
0.12	2000	8.743	6328	7377	11.47	vapor	0.114377216
0.05	680	8.797	3445	3884	9.616	vapor	0.113675117
0.04	490	8.802	3116	3468	9.232	vapor	0.113610543
0.03	300	8.811	2812	3076	8.775	vapor	0.113494496
0.02	110	8.819	2529	2705	8.177	vapor	0.113391541
0.06	880	8.869	3818	4350	9.975	vapor	0.112752283
0.04	500	8.918	3133	3489	9.26	vapor	0.112132765
0.02	115	8.935	2536	2715	8.202	vapor	0.111919418
0.03	310	8.965	2827	3096	8.81	vapor	0.111544897
0.05	700	8.981	3481	3930	9.663	vapor	0.111346175
0.06	900	9.023	3857	4398	10.02	vapor	0.110827884
0.02	120	9.052	2544	2725	8.227	vapor	0.110472824
0.07	1100	9.053	4260	4894	10.33	vapor	0.110460621
0.08	1300	9.076	4687	5413	10.63	vapor	0.110180696
0.09	1500	9.093	5136	5954	10.9	vapor	0.109974706
0.03	320	9.119	2843	3116	8.844	vapor	0.109661147
0.04	520	9.149	3166	3532	9.314	vapor	0.109301563
0.05	720	9.166	3517	3975	9.709	vapor	0.109098844
0.02	125	9.168	2551	2734	8.251	vapor	0.109075044
0.06	920	9.177	3896	4447	10.06	vapor	0.108968072
0.03	330	9.273	2858	3137	8.878	vapor	0.107839965
0.02	130	9.284	2558	2744	8.275	vapor	0.107712193
0.06	940	9.331	3935	4495	10.1	vapor	0.10716965
0.05	740	9.351	3554	4021	9.755	vapor	0.106940434
0.04	540	9.38	3200	3575	9.368	vapor	0.106609808
0.02	135	9.4	2565	2754	8.299	vapor	0.106382979
0.03	340	9.427	2874	3157	8.911	vapor	0.106078286
0.06	960	9.485	3975	4544	10.14	vapor	0.105429626
0.02	140	9.516	2573	2763	8.322	vapor	0.105086171
0.05	760	9.535	3591	4067	9.8	vapor	0.10487677
0.11	2000	9.538	6328	7377	11.51	vapor	0.104843783
0.1	1800	9.568	5840	6797	11.29	vapor	0.10451505
0.03	350	9.582	2890	3177	8.944	vapor	0.104362346
0.09	1600	9.606	5366	6231	11.05	vapor	0.104101603
0.04	560	9.611	3234	3619	9.421	vapor	0.104047446
0.02	145	9.633	2580	2773	8.345	vapor	0.10380982
0.06	980	9.639	4015	4593	10.18	vapor	0.103745202
0.08	1400	9.653	4909	5681	10.79	vapor	0.103594737
0.07	1200	9.713	4471	5151	10.52	vapor	0.102954803
0.05	780	9.72	3628	4114	9.844	vapor	0.102880658
0.03	360	9.736	2905	3198	8.976	vapor	0.102711586
0.02	150	9.749	2587	2782	8.368	vapor	0.102574623
0.06	1000	9.793	4055	4643	10.22	vapor	0.102113755
0.04	580	9.842	3269	3662	9.472	vapor	0.101605365
0.02	155	9.865	2595	2792	8.391	vapor	0.101368474
0.03	370	9.89	2921	3218	9.008	vapor	0.101112235
0.05	800	9.905	3665	4160	9.888	vapor	0.100959112
0.02	160	9.981	2602	2802	8.413	vapor	0.100190362
0.03	380	10.04	2937	3239	9.04	vapor	0.099601594
0.04	600	10.07	3303	3706	9.523	vapor	0.099304866
0.05	820	10.09	3703	4207	9.932	vapor	0.099108028
0.02	165	10.1	2609	2811	8.435	vapor	0.099009901
0.03	390	10.2	2953	3259	9.071	vapor	0.098039216
0.02	170	10.21	2617	2821	8.457	vapor	0.097943193
0.08	1500	10.23	5136	5954	10.95	vapor	0.097751711
0.05	840	10.27	3741	4255	9.975	vapor	0.097370983
0.04	620	10.3	3338	3750	9.573	vapor	0.097087379
0.02	175	10.33	2624	2831	8.479	vapor	0.096805421
0.03	400	10.35	2969	3280	9.102	vapor	0.096618357
0.07	1300	10.37	4687	5413	10.69	vapor	0.096432015
0.02	180	10.44	2631	2840	8.5	vapor	0.095785441
0.05	860	10.46	3779	4302	10.02	vapor	0.095602294
0.1	2000	10.49	6328	7377	11.55	vapor	0.095328885
0.03	410	10.51	2985	3300	9.133	vapor	0.095147479
0.04	640	10.53	3373	3795	9.622	vapor	0.094966762
0.02	185	10.56	2639	2850	8.522	vapor	0.09469697
0.06	1100	10.56	4260	4894	10.41	vapor	0.09469697
0.09	1800	10.63	5840	6797	11.33	vapor	0.094073377
0.05	880	10.64	3818	4350	10.06	vapor	0.093984962
0.03	420	10.66	3001	3321	9.163	vapor	0.09380863
0.02	190	10.68	2646	2860	8.543	vapor	0.093632959
0.04	660	10.77	3409	3839	9.671	vapor	0.092850511
0.02	195	10.79	2654	2869	8.564	vapor	0.092678406
0.03	430	10.81	3017	3342	9.193	vapor	0.092506938
0.08	1600	10.81	5367	6231	11.1	vapor	0.092506938
0.05	900	10.83	3857	4398	10.1	vapor	0.092336103
0.02	200	10.91	2661	2879	8.584	vapor	0.091659028
0.03	440	10.97	3034	3363	9.222	vapor	0.091157703
0.04	680	11	3445	3884	9.719	vapor	0.090909091
0.05	920	11.01	3896	4447	10.14	vapor	0.090826521
0.07	1400	11.03	4909	5681	10.85	vapor	0.090661831
0.03	450	11.12	3050	3384	9.251	vapor	0.089928058
0.02	210	11.14	2676	2899	8.625	vapor	0.089766607
0.05	940	11.2	3935	4495	10.18	vapor	0.089285714
0.04	700	11.23	3481	3930	9.766	vapor	0.089047195
0.03	460	11.28	3066	3405	9.28	vapor	0.088652482
0.06	1200	11.33	4471	5151	10.59	vapor	0.088261253
0.02	220	11.37	2691	2918	8.665	vapor	0.087950748
0.05	960	11.38	3975	4544	10.22	vapor	0.087873462
0.03	470	11.43	3083	3426	9.309	vapor	0.087489064
0.04	720	11.46	3517	3975	9.812	vapor	0.087260035
0.05	980	11.57	4015	4593	10.26	vapor	0.086430424
0.03	480	11.58	3099	3447	9.337	vapor	0.086355786
0.02	230	11.6	2706	2938	8.704	vapor	0.086206897
0.09	2000	11.66	6328	7377	11.6	vapor	0.085763293
0.04	740	11.69	3554	4021	9.858	vapor	0.085543199
0.07	1500	11.69	5136	5954	11.01	vapor	0.085543199
0.03	490	11.74	3116	3468	9.365	vapor	0.085178876
0.05	1000	11.75	4055	4643	10.3	vapor	0.085106383
0.02	240	11.83	2721	2957	8.743	vapor	0.084530854
0.03	500	11.89	3133	3490	9.393	vapor	0.084104289
0.04	760	11.92	3591	4067	9.903	vapor	0.083892617
0.08	1800	11.96	5840	6797	11.39	vapor	0.08361204
0.02	250	12.06	2736	2977	8.781	vapor	0.08291874
0.06	1300	12.1	4687	5413	10.76	vapor	0.082644628
0.04	780	12.15	3628	4114	9.947	vapor	0.082304527
0.03	520	12.2	3166	3532	9.447	vapor	0.081967213
0.02	260	12.3	2751	2997	8.819	vapor	0.081300813
0.07	1600	12.35	5367	6231	11.16	vapor	0.08097166
0.04	800	12.38	3665	4161	9.991	vapor	0.080775444
0.03	540	12.51	3200	3575	9.501	vapor	0.079936051
0.02	270	12.53	2766	3017	8.855	vapor	0.07980846
0.04	820	12.61	3703	4208	10.04	vapor	0.079302141
0.05	1100	12.67	4260	4894	10.49	vapor	0.078926598
0.02	280	12.76	2781	3037	8.892	vapor	0.078369906
0.03	560	12.82	3234	3619	9.553	vapor	0.07800312
0.04	840	12.84	3741	4255	10.08	vapor	0.07788162
0.06	1400	12.87	4909	5681	10.92	vapor	0.077700078
0.02	290	12.99	2797	3057	8.927	vapor	0.076982294
0.04	860	13.07	3779	4302	10.12	vapor	0.076511094
0.08	2000	13.11	6328	7377	11.66	vapor	0.076277651
0.03	580	13.12	3269	3662	9.605	vapor	0.076219512
0.02	300	13.22	2812	3077	8.963	vapor	0.075642965
0.04	880	13.3	3818	4350	10.16	vapor	0.07518797
0.03	600	13.43	3303	3706	9.656	vapor	0.074460164
0.02	310	13.45	2827	3097	8.997	vapor	0.074349442
0.04	900	13.54	3857	4398	10.2	vapor	0.073855244
0.05	1200	13.6	4471	5151	10.67	vapor	0.073529412
0.06	1500	13.64	5136	5954	11.08	vapor	0.073313783
0.07	1800	13.67	5840	6797	11.45	vapor	0.07315289
0.02	320	13.68	2843	3117	9.031	vapor	0.073099415
0.03	620	13.74	3338	3750	9.706	vapor	0.072780204
0.04	920	13.77	3896	4447	10.24	vapor	0.072621641
0.02	330	13.91	2859	3137	9.065	vapor	0.071890726
0.04	940	14	3935	4495	10.28	vapor	0.071428571
0.03	640	14.05	3373	3795	9.755	vapor	0.071174377
0.02	340	14.14	2874	3157	9.098	vapor	0.070721358
0.04	960	14.23	3975	4544	10.32	vapor	0.070274069
0.03	660	14.35	3409	3840	9.804	vapor	0.069686411
0.02	350	14.38	2890	3177	9.131	vapor	0.069541029
0.06	1600	14.41	5366	6231	11.23	vapor	0.069396253
0.04	980	14.46	4015	4593	10.36	vapor	0.069156293
0.05	1300	14.52	4687	5413	10.84	vapor	0.068870523
0.02	360	14.61	2906	3198	9.164	vapor	0.06844627
0.03	680	14.66	3445	3885	9.851	vapor	0.068212824
0.01	45.81	14.67	2437	2584	8.149	saturated vapor	0.068166326
0.04	1000	14.69	4055	4643	10.4	vapor	0.068073519
0.02	370	14.84	2921	3218	9.196	vapor	0.067385445
0.01	50	14.87	2443	2592	8.174	vapor	0.067249496
0.03	700	14.97	3481	3930	9.898	vapor	0.066800267
0.07	2000	14.99	6328	7377	11.72	vapor	0.066711141
0.02	380	15.07	2937	3239	9.227	vapor	0.066357001
0.01	55	15.1	2451	2602	8.204	vapor	0.066225166
0.03	720	15.28	3517	3975	9.945	vapor	0.065445026
0.02	390	15.3	2953	3259	9.258	vapor	0.065359477
0.01	60	15.34	2458	2611	8.233	vapor	0.065189048
0.05	1400	15.44	4909	5681	11.01	vapor	0.064766839
0.02	400	15.53	2969	3280	9.289	vapor	0.0643915
0.01	65	15.57	2465	2621	8.261	vapor	0.064226076
0.03	740	15.59	3554	4021	9.991	vapor	0.064143682
0.02	410	15.76	2985	3301	9.32	vapor	0.063451777
0.01	70	15.8	2472	2630	8.289	vapor	0.063291139
0.04	1100	15.84	4260	4894	10.59	vapor	0.063131313
0.03	760	15.89	3591	4067	10.04	vapor	0.062932662
0.06	1800	15.95	5840	6797	11.52	vapor	0.062695925
0.02	420	15.99	3001	3321	9.35	vapor	0.062539087
0.01	75	16.03	2479	2640	8.317	vapor	0.062383032
0.03	780	16.2	3628	4114	10.08	vapor	0.061728395
0.02	430	16.22	3018	3342	9.38	vapor	0.061652281
0.01	80	16.27	2487	2649	8.344	vapor	0.061462815
0.05	1500	16.37	5136	5954	11.17	vapor	0.061087355
0.02	440	16.45	3034	3363	9.409	vapor	0.060790274
0.01	85	16.5	2494	2659	8.371	vapor	0.060606061
0.03	800	16.51	3665	4161	10.12	vapor	0.060569352
0.02	450	16.68	3050	3384	9.438	vapor	0.059952038
0.01	90	16.73	2501	2668	8.397	vapor	0.059772863
0.03	820	16.82	3703	4208	10.17	vapor	0.059453032
0.02	460	16.92	3067	3405	9.467	vapor	0.059101655
0.01	95	16.96	2508	2678	8.423	vapor	0.058962264
0.04	1200	17	4471	5151	10.77	vapor	0.058823529
0.03	840	17.12	3741	4255	10.21	vapor	0.058411215
0.02	470	17.15	3083	3426	9.496	vapor	0.058309038
0.01	100	17.2	2516	2688	8.449	vapor	0.058139535
0.05	1600	17.29	5367	6231	11.32	vapor	0.0578369
0.02	480	17.38	3100	3447	9.524	vapor	0.057537399
0.01	105	17.43	2523	2697	8.474	vapor	0.057372347
0.03	860	17.43	3779	4302	10.25	vapor	0.057372347
0.06	2000	17.49	6328	7377	11.79	vapor	0.057175529
0.02	490	17.61	3116	3468	9.552	vapor	0.056785917
0.01	110	17.66	2530	2707	8.499	vapor	0.056625142
0.03	880	17.74	3818	4350	10.29	vapor	0.056369786
0.02	500	17.84	3133	3490	9.58	vapor	0.056053812
0.01	115	17.89	2537	2716	8.524	vapor	0.055897149
0.03	900	18.05	3857	4398	10.34	vapor	0.055401662
0.01	120	18.12	2544	2726	8.548	vapor	0.055187638
0.04	1300	18.15	4687	5413	10.95	vapor	0.055096419
0.02	520	18.3	3166	3532	9.634	vapor	0.054644809
0.01	125	18.36	2552	2735	8.573	vapor	0.054466231
0.03	920	18.36	3896	4447	10.38	vapor	0.054466231
0.01	130	18.59	2559	2745	8.596	vapor	0.053792361
0.03	940	18.66	3935	4495	10.42	vapor	0.053590568
0.02	540	18.76	3200	3575	9.688	vapor	0.053304904
0.01	135	18.82	2566	2754	8.62	vapor	0.053134963
0.03	960	18.97	3975	4544	10.46	vapor	0.052714813
0.01	140	19.05	2573	2764	8.643	vapor	0.052493438
0.05	1800	19.14	5840	6797	11.61	vapor	0.052246604
0.02	560	19.22	3234	3619	9.741	vapor	0.052029136
0.01	145	19.28	2581	2773	8.666	vapor	0.05186722
